complaint_text,crime_category
"Dear Customer Your Electricity power will be disconnected Tonight at 8.30 pm from electricity office. Because your previous month bill was not update, please immediately contact with our electricity officer 67XXXXXX Thank you.",Phishing
"Dear User, your bank account is blocked. Update your KYC to continue services. Visit http://bit.ly/XXXXX",Phishing
"Vacancies At The Cafe Royal Hotel London AVAILABLE POSITIONS: Catering staffs, managers, cafe staffs, casino staffs, reservation clerks, accountants, cashiers, receptionists, pastry chefs, waiter/waitress, bartender, chefs and cooks, beauty therapists, spa staffs, ENGINEERS, attendants, computer operators, housekeeping services, security personnel, translators and teachers, store keepers, medical practitioners, butler, door person, concierge and others.",Job/Employment Scam
"Bookkeeper DRS Technologies is in search of a full-time experienced Bookkeeper / Administrative Specialist to join our Organization. Bookkeeper responsibilities include: Accounts Receivable, Accounts Payable, Payroll, Cash Receipts, Journal Entries, etc. Primary responsibilities include: The Bookkeeper will verify, allocate, and post details of business transactions to subsidiary accounts to general ledger. Summarize details in separate ledgers and transfer data to general ledger. Reconcile and balance accounts. Compile reports to show statistics such as cash receipts and expenditures, accounts payable and receivable, profit and loss, and other items pertinent to operation of business. Calculate employee wages from records and prepare checks for payment of wages. Prepare withholding, Social Security, and other tax reports. Generate monthly statements to customers. Complete records to or though trial balance.",Job/Employment Scam
Found charges of ₹45000 on my Canara Bank credit card statement for subscriptions I never signed up for.,Financial Fraud
My mobile banking app account was compromised. The hacker transferred ₹0 to multiple accounts before I could block it.,Account Takeover
Urgent: Your order #12345 has a shipping error. Rectify here: [Fake Link],Phishing
NOTICE: You won a $1000 Walmart Gift Card. Click here to claim your reward before it expires.,Financial Fraud
"Receptionist Entry Level position We are seeking individuals to be connected with companies who are hiring employees directly to work from their homes. You will find both full-time and part-time opportunities in a variety of career fields including but not limited to: data entry, customer support, billing, typing, and administrative. These positions guarantee wages ranging from $12 per hour up to six figure salary. This includes bonuses, benefits, and flexibility over your work schedule. Legitimate work from home jobs are going to require that you have skills relevant to the position you’re applying for. Training is provided based on the position.",Job/Employment Scam
"Dear Customer, Action Required: Yoyour bank account is under review. Update yoyour details to avoid restriction.",Phishing
FINAL REMINDER: Mumbai Traffic Police Notice: You have 1 pending challan for signal jumping. Pay before tonight to avoid court summons.,Phishing
Boost your income! Participate in our survey and earn Rs 500 daily. Sign up here: [Link] Contact us immediately.,Job/Employment Scam
"Subsea Process Plant Layout Designer Corporate overview Aker Solutions is a global provider of products, systems and services to the oil and gas industry. Our engineering, design and technology bring discoveries into production and maximize recovery from each petroleum field. We employ approximately 28,000 people in about 30 countries. Go to #URL_0fa3f7c5e23a16de16a841e368006cae916884407d90b154dfef3976483a71ae# for more information on our business, people and values. We are looking for individuals who are prepared to take a position. Not only a position within Aker Solutions, but also a position on the exciting challenges the global oil and gas industry faces now and in the future We are looking for individuals who are prepared to take a position. Not only a position within Aker Solutions, but also a position on the exciting challenges the global oil and gas industry faces now and in the future. Aker Solutions is a world leading supplier of subsea pumping, compression, processing and power distribution systems for the subsea oil and gas industry. Currently we are realising the Åsgard Subsea Compression System ready to start up in 2015. We see a development of market opportunities, where even more processing systems are moved subsea establishing the future subsea factory. Aker Solutions will split into two companies, one that will retain the Aker Solutions name and will focus on the subsea business and field design and a new oil-services investment company named Akastor consisting of six businesses that will be run independently. Aker Sol Corporate overview Aker Solutions is a global provider of products, systems and services to the oil and gas industry. Our engineering, design and technology bring discoveries into production and maximize recovery from each petroleum field. We employ approximately 28,000 people in about 30 countries. Go to #URL_0fa3f7c5e23a16de16a841e368006cae916884407d90b154dfef3976483a71ae# for more information on our business, people and values. We are looking for individuals who are prepared to take a position. Not only a position within Aker Solutions, but also a position on the exciting challenges the global oil and gas industry faces now and in the future We are looking for individuals who are prepared to take a position. Not only a position within Aker Solutions, but also a position on the exciting challenges the global oil and gas industry faces now and in the future. Aker Solutions is a world leading supplier of subsea pumping, compression, processing and power distribution systems for the subsea oil and gas industry. Currently we are realising the Åsgard Subsea Compression System ready to start up in 2015. We see a development of market opportunities, where even more processing systems are moved subsea establishing the future subsea factory. Aker Solutions will split into two companies, one that will retain the Aker Solutions name and will focus on the subsea business and field design and a new oil-services investment company named Akastor consisting of six businesses that will be run independently. Aker Solutions’ subsea power and process unit is continuously improving solutions realising the subsea factory. We are looking for highly motivated and creative engineers capable of shaping this future. We have several open positions at Houston, TX within subsea processing - separation, compression, and power systems. We need you to join the team in developing subsea processing solutions including separation, compression, flow assurance and pumps. Responsibilities and tasks • Take lead and be a driving force within Subsea Factory technology and concept developments from idea to market. • Lead the subsea process plant discipline in projects and studies. • Develop conceptual subsea process system layout and modularisation philosophy in projects and studies. • Present and promote subsea process plant layout solutions internally and in customer meetings.",Job/Employment Scam
